Extract Name	Comment [TCGA Barcode]	Comment [is tumor]	Material Type	Annotation REF	Comment [TCGA Genome Reference]	Protocol REF	Parameter Value [Vendor]	Parameter Value [Catalog Name]	Parameter Value [Catalog Number]	Parameter Value [Annotation URL]	Parameter Value [Product URL]	Parameter Value [Target File URL]	Parameter Value [Target File Format]	Parameter Value [Target File Format Version]	Parameter Value [Probe File URL]	Parameter Value [Probe File Format]	Parameter Value [Probe File Format Version]	Parameter Value [Target Reference Accession]	Protocol REF	Protocol REF	Comment [Derived Data File REF]	Comment [TCGA CGHub ID]	Comment [TCGA CGHub metadata URL]	Comment [TCGA Include for Analysis]	Derived Data File	Comment [TCGA Include for Analysis]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Archive Name]	Parameter Value [Protocol Min Base Quality]	Parameter Value [Protocol Min Map Quality]	Parameter Value [Protocol Min Tumor Coverage]	Parameter Value [Protocol Min Normal Coverage]	Protocol REF	Derived Data File	Comment [TCGA Spec Version]	Comment [TCGA Include for Analysis]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Archive Name]	Protocol REF	Derived Data File	Comment [TCGA Spec Version]	Comment [TCGA Include for Analysis]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Archive Name]	Protocol REF	Derived Data File	Comment [TCGA Spec Version]	Comment [TCGA Include for Analysis]	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Archive Name]
08ec176f-4bd6-4128-97b3-ea6aa610eeb9	TCGA-A4-7286-10A-01D-2136-08	no	DNA	->	GRCh37-lite	broad.mit.edu:library_preparation:imported:01	->	->	->	->	->	->	->	->	->	->	->	->	broad.mit.edu:dna_sequencing:imported:01	broad.mit.edu:mapping_wxs:imported:01	C850.TCGA-A4-7286-10A-01D-2136-08.2.bam	f5c84b48-baae-4a04-9b97-9ad1df6da743	https://cghub.ucsc.edu/cghub/metadata/analysisFull/f5c84b48-baae-4a04-9b97-9ad1df6da743	yes	->	->	->	->	->	->	->	->	->	ucsc.edu:variant_calling:imported:01	->	->	->	->	->	->	hgsc.bcm.edu:maf_generation:illumina:20	hgsc.bcm.edu_KIRP.IlluminaGA_DNASeq.1.protected.maf	2.4	yes	Mutations	Level 2	hgsc.bcm.edu_KIRP.Mixed_DNASeq_curated.Level_2.1.3.0	->	->	->	->	->	->	->
08ec176f-4bd6-4128-97b3-ea6aa610eeb9	TCGA-A4-7286-10A-01D-2136-08	no	DNA	->	GRCh37-lite	broad.mit.edu:library_preparation:imported:01	->	->	->	->	->	->	->	->	->	->	->	->	broad.mit.edu:dna_sequencing:imported:01	broad.mit.edu:mapping_wxs:imported:01	C850.TCGA-A4-7286-10A-01D-2136-08.2.bam	f5c84b48-baae-4a04-9b97-9ad1df6da743	https://cghub.ucsc.edu/cghub/metadata/analysisFull/f5c84b48-baae-4a04-9b97-9ad1df6da743	yes	->	->	->	->	->	->	->	->	->	bcgsc.ca:variant_calling:imported:01	->	->	->	->	->	->	hgsc.bcm.edu:maf_generation:illumina:20	hgsc.bcm.edu_KIRP.IlluminaGA_DNASeq.1.protected.maf	2.4	yes	Mutations	Level 2	hgsc.bcm.edu_KIRP.Mixed_DNASeq_curated.Level_2.1.3.0	->	->	->	->	->	->	->
08ec176f-4bd6-4128-97b3-ea6aa610eeb9	TCGA-A4-7286-10A-01D-2136-08	no	DNA	->	GRCh37-lite	broad.mit.edu:library_preparation:imported:01	->	->	->	->	->	->	->	->	->	->	->	->	broad.mit.edu:dna_sequencing:imported:01	broad.mit.edu:mapping_wxs:imported:01	C850.TCGA-A4-7286-10A-01D-2136-08.2.bam	f5c84b48-baae-4a04-9b97-9ad1df6da743	https://cghub.ucsc.edu/cghub/metadata/analysisFull/f5c84b48-baae-4a04-9b97-9ad1df6da743	yes	->	->	->	->	->	->	->	->	->	hgsc.bcm.edu:variant_calling:illumina:01	->	->	->	->	->	->	hgsc.bcm.edu:maf_generation:illumina:20	hgsc.bcm.edu_KIRP.IlluminaGA_DNASeq.1.somatic.maf	2.4	yes	Mutations	Level 2	hgsc.bcm.edu_KIRP.Mixed_DNASeq_curated.Level_2.1.3.0	->	->	->	->	->	->	->
08ec176f-4bd6-4128-97b3-ea6aa610eeb9	TCGA-A4-7286-10A-01D-2136-08	no	DNA	->	GRCh37-lite	broad.mit.edu:library_preparation:imported:01	->	->	->	->	->	->	->	->	->	->	->	->	broad.mit.edu:dna_sequencing:imported:01	broad.mit.edu:mapping_wxs:imported:01	C850.TCGA-A4-7286-10A-01D-2136-08.2.bam	f5c84b48-baae-4a04-9b97-9ad1df6da743	https://cghub.ucsc.edu/cghub/metadata/analysisFull/f5c84b48-baae-4a04-9b97-9ad1df6da743	yes	->	->	->	->	->	->	->	->	->	broad.mit.edu:variant_calling:imported:01	->	->	->	->	->	->	hgsc.bcm.edu:maf_generation:illumina:20	hgsc.bcm.edu_KIRP.IlluminaGA_DNASeq.1.somatic.maf	2.4	yes	Mutations	Level 2	hgsc.bcm.edu_KIRP.Mixed_DNASeq_curated.Level_2.1.3.0	->	->	->	->	->	->	->
08ec176f-4bd6-4128-97b3-ea6aa610eeb9	TCGA-A4-7286-10A-01D-2136-08	no	DNA	->	GRCh37-lite	broad.mit.edu:library_preparation:imported:01	->	->	->	->	->	->	->	->	->	->	->	->	broad.mit.edu:dna_sequencing:imported:01	broad.mit.edu:mapping_wxs:imported:01	C850.TCGA-A4-7286-10A-01D-2136-08.2.bam	f5c84b48-baae-4a04-9b97-9ad1df6da743	https://cghub.ucsc.edu/cghub/metadata/analysisFull/f5c84b48-baae-4a04-9b97-9ad1df6da743	yes	->	->	->	->	->	->	->	->	->	ucsc.edu:variant_calling:imported:01	->	->	->	->	->	->	hgsc.bcm.edu:maf_generation:illumina:20	hgsc.bcm.edu_KIRP.IlluminaGA_DNASeq.1.somatic.maf	2.4	yes	Mutations	Level 2	hgsc.bcm.edu_KIRP.Mixed_DNASeq_curated.Level_2.1.3.0	->	->	->	->	->	->	->
08ec176f-4bd6-4128-97b3-ea6aa610eeb9	TCGA-A4-7286-10A-01D-2136-08	no	DNA	->	GRCh37-lite	broad.mit.edu:library_preparation:imported:01	->	->	->	->	->	->	->	->	->	->	->	->	broad.mit.edu:dna_sequencing:imported:01	broad.mit.edu:mapping_wxs:imported:01	C850.TCGA-A4-7286-10A-01D-2136-08.2.bam	f5c84b48-baae-4a04-9b97-9ad1df6da743	https://cghub.ucsc.edu/cghub/metadata/analysisFull/f5c84b48-baae-4a04-9b97-9ad1df6da743	yes	->	->	->	->	->	->	->	->	->	bcgsc.ca:variant_calling:imported:01	->	->	->	->	->	->	hgsc.bcm.edu:maf_generation:illumina:20	hgsc.bcm.edu_KIRP.IlluminaGA_DNASeq.1.somatic.maf	2.4	yes	Mutations	Level 2	hgsc.bcm.edu_KIRP.Mixed_DNASeq_curated.Level_2.1.3.0	->	->	->	->	->	->	->
11ea8c34-5b98-4a26-9312-6d92ea3eb990	TCGA-A4-7287-01A-11D-2136-08	yes	DNA	->	GRCh37-lite	broad.mit.edu:library_preparation:imported:01	->	->	->	->	->	->	->	->	->	->	->	->	broad.mit.edu:dna_sequencing:imported:01	broad.mit.edu:mapping_wxs:imported:01	C850.TCGA-A4-7287-01A-11D-2136-08.2.bam	8b0a18f2-a289-4add-b5ae-d9fe8592df21	https://cghub.ucsc.edu/cghub/metadata/analysisFull/8b0a18f2-a289-4add-b5ae-d9fe8592df21	yes	->	->	->	->	->	->	->	->	->	hgsc.bcm.edu:variant_calling:illumina:01	->	->	->	->	->	->	hgsc.bcm.edu:maf_generation:illumina:20	hgsc.bcm.edu_KIRP.IlluminaGA_DNASeq.1.protected.maf	2.4	yes	Mutations	Level 2	hgsc.bcm.edu_KIRP.Mixed_DNASeq_curated.Level_2.1.3.0	->	->	->	->	->	->	->
11ea8c34-5b98-4a26-9312-6d92ea3eb990	TCGA-A4-7287-01A-11D-2136-08	yes	DNA	->	GRCh37-lite	broad.mit.edu:library_preparation:imported:01	->	->	->	->	->	->	->	->	->	->	->	->	broad.mit.edu:dna_sequencing:imported:01	broad.mit.edu:mapping_wxs:imported:01	C850.TCGA-A4-7287-01A-11D-2136-08.2.bam	8b0a18f2-a289-4add-b5ae-d9fe8592df21	https://cghub.ucsc.edu/cghub/metadata/analysisFull/8b0a18f2-a289-4add-b5ae-d9fe8592df21	yes	->	->	->	->	->	->	->	->	->	broad.mit.edu:variant_calling:imported:01	->	->	->	->	->	->	hgsc.bcm.edu:maf_generation:illumina:20	hgsc.bcm.edu_KIRP.IlluminaGA_DNASeq.1.protected.maf	2.4	yes	Mutations	Level 2	hgsc.bcm.edu_KIRP.Mixed_DNASeq_curated.Level_2.1.3.0	->	->	->	->	->	->	->
11ea8c34-5b98-4a26-9312-6d92ea3eb990	TCGA-A4-7287-01A-11D-2136-08	yes	DNA	->	GRCh37-lite	broad.mit.edu:library_preparation:imported:01	->	->	->	->	->	->	->	->	->	->	->	->	broad.mit.edu:dna_sequencing:imported:01	broad.mit.edu:mapping_wxs:imported:01	C850.TCGA-A4-7287-01A-11D-2136-08.2.bam	8b0a18f2-a289-4add-b5ae-d9fe8592df21	https://cghub.ucsc.edu/cghub/metadata/analysisFull/8b0a18f2-a289-4add-b5ae-d9fe8592df21	yes	->	->	->	->	->	->	->	->	->	ucsc.edu:variant_calling:imported:01	->	->	->	->	->	->	hgsc.bcm.edu:maf_generation:illumina:20	hgsc.bcm.edu_KIRP.IlluminaGA_DNASeq.1.protected.maf	2.4	yes	Mutations	Level 2	hgsc.bcm.edu_KIRP.Mixed_DNASeq_curated.Level_2.1.3.0	->	->	->	->	->	->	->
11ea8c34-5b98-4a26-9312-6d92ea3eb990	TCGA-A4-7287-01A-11D-2136-08	yes	DNA	->	GRCh37-lite	broad.mit.edu:library_preparation:imported:01	->	->	->	->	->	->	->	->	->	->	->	->	broad.mit.edu:dna_sequencing:imported:01	broad.mit.edu:mapping_wxs:imported:01	C850.TCGA-A4-7287-01A-11D-2136-08.2.bam	8b0a18f2-a289-4add-b5ae-d9fe8592df21	https://cghub.ucsc.edu/cghub/metadata/analysisFull/8b0a18f2-a289-4add-b5ae-d9fe8592df21	yes	->	->	->	->	->	->	->	->	->	bcgsc.ca:variant_calling:imported:01	->	->	->	->	->	->	hgsc.bcm.edu:maf_generation:illumina:20	hgsc.bcm.edu_KIRP.IlluminaGA_DNASeq.1.protected.maf	2.4	yes	Mutations	Level 2	hgsc.bcm.edu_KIRP.Mixed_DNASeq_curated.Level_2.1.3.0	->	->	->	->	->	->	->
11ea8c34-5b98-4a26-9312-6d92ea3eb990	TCGA-A4-7287-01A-11D-2136-08	yes	DNA	->	GRCh37-lite	broad.mit.edu:library_preparation:imported:01	->	->	->	->	->	->	->	->	->	->	->	->	broad.mit.edu:dna_sequencing:imported:01	broad.mit.edu:mapping_wxs:imported:01	C850.TCGA-A4-7287-01A-11D-2136-08.2.bam	8b0a18f2-a289-4add-b5ae-d9fe8592df21	https://cghub.ucsc.edu/cghub/metadata/analysisFull/8b0a18f2-a289-4add-b5ae-d9fe8592df21	yes	->	->	->	->	->	->	->	->	->	hgsc.bcm.edu:variant_calling:illumina:01	->	->	->	->	->	->	hgsc.bcm.edu:maf_generation:illumina:20	hgsc.bcm.edu_KIRP.IlluminaGA_DNASeq.1.somatic.maf	2.4	yes	Mutations	Level 2	hgsc.bcm.edu_KIRP.Mixed_DNASeq_curated.Level_2.1.3.0	->	->	->	->	->	->	->
11ea8c34-5b98-4a26-9312-6d92ea3eb990	TCGA-A4-7287-01A-11D-2136-08	yes	DNA	->	GRCh37-lite	broad.mit.edu:library_preparation:imported:01	->	->	->	->	->	->	->	->	->	->	->	->	broad.mit.edu:dna_sequencing:imported:01	broad.mit.edu:mapping_wxs:imported:01	C850.TCGA-A4-7287-01A-11D-2136-08.2.bam	8b0a18f2-a289-4add-b5ae-d9fe8592df21	https://cghub.ucsc.edu/cghub/metadata/analysisFull/8b0a18f2-a289-4add-b5ae-d9fe8592df21	yes	->	->	->	->	->	->	->	->	->	broad.mit.edu:variant_calling:imported:01	->	->	->	->	->	->	hgsc.bcm.edu:maf_generation:illumina:20	hgsc.bcm.edu_KIRP.IlluminaGA_DNASeq.1.somatic.maf	2.4	yes	Mutations	Level 2	hgsc.bcm.edu_KIRP.Mixed_DNASeq_curated.Level_2.1.3.0	->	->	->	->	->	->	->
11ea8c34-5b98-4a26-9312-6d92ea3eb990	TCGA-A4-7287-01A-11D-2136-08	yes	DNA	->	GRCh37-lite	broad.mit.edu:library_preparation:imported:01	->	->	->	->	->	->	->	->	->	->	->	->	broad.mit.edu:dna_sequencing:imported:01	broad.mit.edu:mapping_wxs:imported:01	C850.TCGA-A4-7287-01A-11D-2136-08.2.bam	8b0a18f2-a289-4add-b5ae-d9fe8592df21	https://cghub.ucsc.edu/cghub/metadata/analysisFull/8b0a18f2-a289-4add-b5ae-d9fe8592df21	yes	->	->	->	->	->	->	->	->	->	ucsc.edu:variant_calling:imported:01	->	->	->	->	->	->	hgsc.bcm.edu:maf_generation:illumina:20	hgsc.bcm.edu_KIRP.IlluminaGA_DNASeq.1.somatic.maf	2.4	yes	Mutations	Level 2	hgsc.bcm.edu_KIRP.Mixed_DNASeq_curated.Level_2.1.3.0	->	->	->	->	->	->	->
11ea8c34-5b98-4a26-9312-6d92ea3eb990	TCGA-A4-7287-01A-11D-2136-08	yes	DNA	->	GRCh37-lite	broad.mit.edu:library_preparation:imported:01	->	->	->	->	->	->	->	->	->	->	->	->	broad.mit.edu:dna_sequencing:imported:01	broad.mit.edu:mapping_wxs:imported:01	C850.TCGA-A4-7287-01A-11D-2136-08.2.bam	8b0a18f2-a289-4add-b5ae-d9fe8592df21	https://cghub.ucsc.edu/cghub/metadata/analysisFull/8b0a18f2-a289-4add-b5ae-d9fe8592df21	yes	->	->	->	->	->	->	->	->	->	bcgsc.ca:variant_calling:imported:01	->	->	->	->	->	->	hgsc.bcm.edu:maf_generation:illumina:20	hgsc.bcm.edu_KIRP.IlluminaGA_DNASeq.1.somatic.maf	2.4	yes	Mutations	Level 2	hgsc.bcm.edu_KIRP.Mixed_DNASeq_curated.Level_2.1.3.0	->	->	->	->	->	->	->
93eabf7d-e975-4f03-a638-5bc360235ff1	TCGA-A4-7287-10A-01D-2136-08	no	DNA	->	GRCh37-lite	broad.mit.edu:library_preparation:imported:01	->	->	->	->	->	->	->	->	->	->	->	->	broad.mit.edu:dna_sequencing:imported:01	broad.mit.edu:mapping_wxs:imported:01	C850.TCGA-A4-7287-10A-01D-2136-08.2.bam	079cc9d5-f9a4-4600-b7b6-6a0b450ac070	https://cghub.ucsc.edu/cghub/metadata/analysisFull/079cc9d5-f9a4-4600-b7b6-6a0b450ac070	yes	->	->	->	->	->	->	->	->	->	hgsc.bcm.edu:variant_calling:illumina:01	->	->	->	->	->	->	hgsc.bcm.edu:maf_generation:illumina:20	hgsc.bcm.edu_KIRP.IlluminaGA_DNASeq.1.protected.maf	2.4	yes	Mutations	Level 2	hgsc.bcm.edu_KIRP.Mixed_DNASeq_curated.Level_2.1.3.0	->	->	->	->	->	->	->
93eabf7d-e975-4f03-a638-5bc360235ff1	TCGA-A4-7287-10A-01D-2136-08	no	DNA	->	GRCh37-lite	broad.mit.edu:library_preparation:imported:01	->	->	->	->	->	->	->	->	->	->	->	->	broad.mit.edu:dna_sequencing:imported:01	broad.mit.edu:mapping_wxs:imported:01	C850.TCGA-A4-7287-10A-01D-2136-08.2.bam	079cc9d5-f9a4-4600-b7b6-6a0b450ac070	https://cghub.ucsc.edu/cghub/metadata/analysisFull/079cc9d5-f9a4-4600-b7b6-6a0b450ac070	yes	->	->	->	->	->	->	->	->	->	broad.mit.edu:variant_calling:imported:01	->	->	->	->	->	->	hgsc.bcm.edu:maf_generation:illumina:20	hgsc.bcm.edu_KIRP.IlluminaGA_DNASeq.1.protected.maf	2.4	yes	Mutations	Level 2	hgsc.bcm.edu_KIRP.Mixed_DNASeq_curated.Level_2.1.3.0	->	->	->	->	->	->	->
93eabf7d-e975-4f03-a638-5bc360235ff1	TCGA-A4-7287-10A-01D-2136-08	no	DNA	->	GRCh37-lite	broad.mit.edu:library_preparation:imported:01	->	->	->	->	->	->	->	->	->	->	->	->	broad.mit.edu:dna_sequencing:imported:01	broad.mit.edu:mapping_wxs:imported:01	C850.TCGA-A4-7287-10A-01D-2136-08.2.bam	079cc9d5-f9a4-4600-b7b6-6a0b450ac070	https://cghub.ucsc.edu/cghub/metadata/analysisFull/079cc9d5-f9a4-4600-b7b6-6a0b450ac070	yes	->	->	->	->	->	->	->	->	->	ucsc.edu:variant_calling:imported:01	->	->	->	->	->	->	hgsc.bcm.edu:maf_generation:illumina:20	hgsc.bcm.edu_KIRP.IlluminaGA_DNASeq.1.protected.maf	2.4	yes	Mutations	Level 2	hgsc.bcm.edu_KIRP.Mixed_DNASeq_curated.Level_2.1.3.0	->	->	->	->	->	->	->
